path,name,seed,group,size,compressed_path,compressed_size,complexity,valence2
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711139_St25_G7.5.87.png,unpleasant_n_27,235711139,unpleasant_n,498309,../images/Comprimida/27a99337adfe985695c1f27b6192532c4feaae88e5825e6dd43311a63565a21a.png,478235,0.61,-2
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711131_St25_G7.5.79.png,unpleasant_n_19,235711131,unpleasant_n,461419,../images/Comprimida/193a50f5ce16ecdb622ccebe54b0b06e33d6a702eea97e32bfb650d38c36e7ff.png,441884,0.56,8
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711124_St25_G7.5.72.png,unpleasant_n_12,235711124,unpleasant_n,415512,../images/Comprimida/bc319061beebc713097f30b6d4237aa7d60fceae279af1b4b4b7c7cb1923257f.png,394085,0.5,8
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711114_St25_G7.5.62.png,unpleasant_n_2,235711114,unpleasant_n,477801,../images/Comprimida/f82b437479ab860a647bcd70214cf37e51f062e61426d39d8eab758f9f3e945f.png,458086,0.58,8
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711117_St25_G7.5.65.png,unpleasant_n_5,235711117,unpleasant_n,395163,../images/Comprimida/a738e9df89e2618d8d117dae8146047d88ad32c76368bd007b7df89445671e83.png,375383,0.48,8
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711128_St25_G7.5.76.png,unpleasant_n_16,235711128,unpleasant_n,514737,../images/Comprimida/7c02fd9cc4daed2906c67d0b95bdb7f4693cabe681ef3ada69260015d0b43e3e.png,498083,0.63,5
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711132_St25_G7.5.80.png,unpleasant_n_20,235711132,unpleasant_n,550367,../images/Comprimida/8fda37ea6a7ec66b222f356fa20f74cda56706b543c87ea562f71d680a4479f8.png,533973,0.68,8
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711129_St25_G7.5.77.png,unpleasant_n_17,235711129,unpleasant_n,426933,../images/Comprimida/cb86817c849cc68f67086752284e71168df52b6b437dd7b2fac555efdda027d9.png,410786,0.52,8
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711115_St25_G7.5.63.png,unpleasant_n_3,235711115,unpleasant_n,490945,../images/Comprimida/258ce181b7712f1338b84ef5a75e18b955ca6e4ac8b6b61b98e69f4475afde4c.png,472869,0.6,8
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711138_St25_G7.5.86.png,unpleasant_n_26,235711138,unpleasant_n,438001,../images/Comprimida/0b784d4c93b451ad509c58b01c779b365a56fb9f5f1c9553d82dfec08d48837b.png,420816,0.54,8
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711118_St25_G7.5.66.png,unpleasant_n_6,235711118,unpleasant_n,445103,../images/Comprimida/81fa17d48b99bc16b2a2f298abfc0c1db9716f67bc91785e3f815a4ada2ff340.png,425513,0.54,-2
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711113_St25_G7.5.61.png,unpleasant_n_1,235711113,unpleasant_n,543542,../images/Comprimida/3bb6df30887c5b62d58a96ac7ec278613bb0075e4367f2f364ed7d1b324df3c1.png,526527,0.67,8
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711122_St25_G7.5.70.png,unpleasant_n_10,235711122,unpleasant_n,457800,../images/Comprimida/094178561843b13943ad9b6ba7c70a34ac782bf7fac4ba52c23b6d8b86d0fe96.png,445693,0.57,5
/home/jerre/git/Stable_Diffusion_IC/images/Unpleasant (-3)/Unpleasant____landscape_S235711120_St25_G7.5.68.png,unpleasant_n_8,235711120,unpleasant_n,452272,../images/Comprimida/b16a159498206aa31cedec0c23faae674d54003e19ad850e3aac5579f4ebac20.png,432805,0.55,7
